Województwo,Miejscowość,Kod pocztowy
podlaskie,Ignatki-Osiedle,16-001
podlaskie,Kleosin,16-001
podlaskie,Księżyno,16-001
podlaskie,Księżyno-Kolonia,16-001
podlaskie,Turczyn,16-001
podlaskie,Bohdan,16-002
podlaskie,Borsukówka,16-002
podlaskie,Chraboły,16-002
podlaskie,Dobrzyniewo Duże,16-002
podlaskie,Dobrzyniewo Fabryczne,16-002
podlaskie,Dobrzyniewo Kościelne,16-002
podlaskie,Gniła,16-002
podlaskie,Jaworówka,16-002
podlaskie,Kobuzie,16-002
podlaskie,Kopisk,16-002
podlaskie,Kozińce,16-002
podlaskie,Krynice,16-002
podlaskie,Kulikówka,16-002
podlaskie,Leńce,16-002
podlaskie,Letniki,16-002
podlaskie,Nowe Aleksandrowo,16-002
podlaskie,Nowosiółki,16-002
podlaskie,Obrubniki,16-002
podlaskie,Ogrodniki,16-002
podlaskie,Podleńce,16-002
podlaskie,Pogorzałki,16-002
podlaskie,Ponikła,16-002
podlaskie,Rybaki,16-002
podlaskie,Szaciły,16-002
podlaskie,Zalesie,16-002
podlaskie,Burczak,16-010
podlaskie,Dąbrówki,16-010
podlaskie,Jurowce,16-010
podlaskie,Katrynka,16-010
podlaskie,Mostek,16-010
podlaskie,Nowodworce,16-010
podlaskie,Osowicze,16-010
podlaskie,Podkrzemionka,16-010
podlaskie,Rybniki,16-010
podlaskie,Sielachowskie,16-010
podlaskie,Sochonie,16-010
podlaskie,Studzianki,16-010
podlaskie,Wasilków,16-010
podlaskie,Woroszyły,16-010
podlaskie,Wólka Poduchowna,16-010
podlaskie,Wólka-Przedmieście,16-010
podlaskie,Zaścianek,16-010
podlaskie,Brzozówka Strzelecka,16-020
podlaskie,Budzisk,16-020
podlaskie,Burczak,16-020
podlaskie,Chmielnik,16-020
podlaskie,Czarna Białostocka,16-020
podlaskie,Czarna Wieś Kościelna,16-020
podlaskie,Dworzysk,16-020
podlaskie,Horodnianka,16-020
podlaskie,Horodnianka,16-020
podlaskie,Jezierzysk,16-020
podlaskie,Karczmisko,16-020
podlaskie,Klimki,16-020
podlaskie,Kosmaty Borek,16-020
podlaskie,Krzyżyk,16-020
podlaskie,Lacka Buda,16-020
podlaskie,Łapczyn,16-020
podlaskie,Machnacz,16-020
podlaskie,Niemczyn,16-020
podlaskie,Ogóły,16-020
podlaskie,Oleszkowo,16-020
podlaskie,Osierodek,16-020
podlaskie,Podratowiec,16-020
podlaskie,Ratowiec,16-020
podlaskie,Ruda Rzeczka,16-020
podlaskie,Wólka Ratowiecka,16-020
podlaskie,Zamczysk,16-020
podlaskie,Zdroje,16-020
podlaskie,Złota Wieś,16-020
podlaskie,Złotoria,16-020
podlaskie,Borki,16-030
podlaskie,Ciasne,16-030
podlaskie,Cieliczanka,16-030
podlaskie,Czołnowo,16-030
podlaskie,Jałówka,16-030
podlaskie,Karakule,16-030
podlaskie,Konne,16-030
podlaskie,Kopna Góra,16-030
podlaskie,Kozły,16-030
podlaskie,Krasne,16-030
podlaskie,Lipowy Most,16-030
podlaskie,Łaźnie,16-030
podlaskie,Międzyrzecze,16-030
podlaskie,Ogrodniczki,16-030
podlaskie,Ożynnik,16-030
podlaskie,Pieczonka,16-030
podlaskie,Podjałówka,16-030
podlaskie,Podłaźnie,16-030
podlaskie,Podsokołda,16-030
podlaskie,Sadowy Stok,16-030
podlaskie,Sokołda,16-030
podlaskie,Sokołda,16-030
podlaskie,Stryjenszczyzna,16-030
podlaskie,Supraśl,16-030
podlaskie,Supraśl,16-030
podlaskie,Supraśl,16-030
podlaskie,Surażkowo,16-030
podlaskie,Turo,16-030
podlaskie,Woronicze,16-030
podlaskie,Zacisze,16-030
podlaskie,Zapieczki,16-030
podlaskie,Zielona,16-030
podlaskie,Bielewicze,16-040
podlaskie,Bobrowniki,16-040
podlaskie,Downiewo,16-040
podlaskie,Dzierniakowo,16-040
podlaskie,Glejsk,16-040
podlaskie,Gobiaty,16-040
podlaskie,Gródek,16-040
podlaskie,Gródek-Kolonia,16-040
podlaskie,Grzybowce,16-040
podlaskie,Józefowo,16-040
podlaskie,Kołodno,16-040
podlaskie,Królowe Stojło,16-040
podlaskie,Królowy Most,16-040
podlaskie,Mieleszki,16-040
podlaskie,Mieleszki-Kolonia,16-040
podlaskie,Mostowlany,16-040
podlaskie,Narejki,16-040
podlaskie,Nowosiółki,16-040
podlaskie,Pieszczaniki,16-040
podlaskie,Piłatowszczyzna,16-040
podlaskie,Podozierany,16-040
podlaskie,Podzałuki,16-040
podlaskie,Przechody,16-040
podlaskie,Radunin,16-040
podlaskie,Ruda,16-040
podlaskie,Skroblaki,16-040
podlaskie,Słuczanka,16-040
podlaskie,Sofipol,16-040
podlaskie,Straszewo,16-040
podlaskie,Świsłoczany,16-040
podlaskie,Turowo,16-040
podlaskie,Waliły,16-040
podlaskie,Waliły-Dwór,16-040
podlaskie,Waliły-Stacja,16-040
podlaskie,Wiejki,16-040
podlaskie,Wierobie,16-040
podlaskie,Wyżary,16-040
podlaskie,Załuki,16-040
podlaskie,Zarzeczany,16-040
podlaskie,Zasady,16-040
podlaskie,Zielona,16-040
podlaskie,Zubki,16-040
podlaskie,Zubry,16-040
podlaskie,Bachury,16-050
podlaskie,Bagniuki,16-050
podlaskie,Barszczewo,16-050
podlaskie,Bieńdziuga,16-050
podlaskie,Bieńdziuga,16-050
podlaskie,Bondary,16-050
podlaskie,Brzezina,16-050
podlaskie,Budy,16-050
podlaskie,Cisówka,16-050
podlaskie,Ciwoniuki,16-050
podlaskie,Dublany,16-050
podlaskie,Garbary,16-050
podlaskie,Gonczary,16-050
podlaskie,Gorbacze,16-050
podlaskie,Hieronimowo,16-050
podlaskie,Jałówka,16-050
podlaskie,Julianka,16-050
podlaskie,Juszkowy Gród,16-050
podlaskie,Kalitnik,16-050
podlaskie,Kamienny Bród,16-050
podlaskie,Kazimierowo,16-050
podlaskie,Kituryki,16-050
podlaskie,Kobylanka,16-050
podlaskie,Kobylanka,16-050
podlaskie,Koleśne,16-050
podlaskie,Kondratki,16-050
podlaskie,Kopce,16-050
podlaskie,Kościukówka,16-050
podlaskie,Kowalowy Gród,16-050
podlaskie,Kozi Las,16-050
podlaskie,Krugły Lasek,16-050
podlaskie,Krynica,16-050
podlaskie,Kuchmy-Kuce,16-050
podlaskie,Kuchmy-Pietruki,16-050
podlaskie,Kuryły,16-050
podlaskie,Leonowicze,16-050
podlaskie,Lewsze,16-050
podlaskie,Maciejkowa Góra,16-050
podlaskie,Majdan,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo,16-050
podlaskie,Michałowo-Kolonia,16-050
podlaskie,Mostowlany-Kolonia,16-050
podlaskie,Mościska,16-050
podlaskie,Nowa Łuplanka,16-050
podlaskie,Nowa Wola,16-050
podlaskie,Nowe Kuchmy,16-050
podlaskie,Nowosady,16-050
podlaskie,Odnoga-Kuźmy,16-050
podlaskie,Osiedle Bondary,16-050
podlaskie,Oziabły,16-050
podlaskie,Pieńki,16-050
podlaskie,Planty,16-050
podlaskie,Potoka,16-050
podlaskie,Pólko,16-050
podlaskie,Romanowo,16-050
podlaskie,Rudnica,16-050
podlaskie,Rybaki,16-050
podlaskie,Sacharki,16-050
podlaskie,Sokole,16-050
podlaskie,Stara Łuplanka,16-050
podlaskie,Stare Kuchmy,16-050
podlaskie,Supruny,16-050
podlaskie,Suszcza,16-050
podlaskie,Szymki,16-050
podlaskie,Tanica Dolna,16-050
podlaskie,Tanica Górna,16-050
podlaskie,Topolany,16-050
podlaskie,Topolany,16-050
podlaskie,Tylwica,16-050
podlaskie,Tylwica-Kolonia,16-050
podlaskie,Tylwica-Majątek,16-050
podlaskie,Zajma,16-050
podlaskie,Zaleszany,16-050
podlaskie,Żednia,16-050
podlaskie,Michałowo,16-058
podlaskie,Aleksicze,16-060
podlaskie,Bobrowa,16-060
podlaskie,Ciełuszki,16-060
podlaskie,Dawidowicze,16-060
podlaskie,Dobrzyniówka,16-060
podlaskie,Folwarki Małe,16-060
podlaskie,Folwarki Tylwickie,16-060
podlaskie,Folwarki Wielkie,16-060
podlaskie,Gnieciuki,16-060
podlaskie,Kamionka,16-060
podlaskie,Kaniuki,16-060
podlaskie,Kołpaki,16-060
podlaskie,Kowalowce,16-060
podlaskie,Koźliki,16-060
podlaskie,Krasne,16-060
podlaskie,Krynickie,16-060
podlaskie,Kucharówka,16-060
podlaskie,Kudrycze,16-060
podlaskie,Laszki,16-060
podlaskie,Łubniki,16-060
podlaskie,Łukiany,16-060
podlaskie,Małynka,16-060
podlaskie,Miniewicze,16-060
podlaskie,Nowosady,16-060
podlaskie,Ochremowicze,16-060
podlaskie,Olszanka,16-060
podlaskie,Ostrówki,16-060
podlaskie,Pasynki,16-060
podlaskie,Pawły,16-060
podlaskie,Płoskie,16-060
podlaskie,Protasy,16-060
podlaskie,Rafałówka,16-060
podlaskie,Rafałówka,16-060
podlaskie,Ryboły,16-060
podlaskie,Rzepniki,16-060
podlaskie,Sieśki,16-060
podlaskie,Słomianka,16-060
podlaskie,Solniki,16-060
podlaskie,Tatarowce,16-060
podlaskie,Teodorowo,16-060
podlaskie,Zabłudów,16-060
podlaskie,Zabłudów-Kolonia,16-060
podlaskie,Zacisze,16-060
podlaskie,Zagruszany,16-060
podlaskie,Zajezierce,16-060
podlaskie,Zwierki,16-060
podlaskie,Żuki,16-060
podlaskie,Żywkowo,16-060
podlaskie,Baranki,16-061
podlaskie,Biele,16-061
podlaskie,Bogdanki,16-061
podlaskie,Brończany,16-061
podlaskie,Czerewki,16-061
podlaskie,Dorożki,16-061
podlaskie,Hermanówka,16-061
podlaskie,Hołówki Duże,16-061
podlaskie,Hołówki Małe,16-061
podlaskie,Janowicze,16-061
podlaskie,Janowicze-Kolonia,16-061
podlaskie,Juchnowiec Dolny,16-061
podlaskie,Juchnowiec Górny,16-061
podlaskie,Juchnowiec Kościelny,16-061
podlaskie,Klewinowo,16-061
podlaskie,Kolonia Koplany,16-061
podlaskie,Koplany,16-061
podlaskie,Kożany,16-061
podlaskie,Lewickie,16-061
podlaskie,Lewickie-Kolonia,16-061
podlaskie,Lewickie-Stacja,16-061
podlaskie,Niewodnica Nargilewska,16-061
podlaskie,Niewodnica Nargilewska-Kolonia,16-061
podlaskie,Ogrodniczki,16-061
podlaskie,Pańki,16-061
podlaskie,Rostołty,16-061
podlaskie,Rumejki,16-061
podlaskie,Simuny,16-061
podlaskie,Szerenosy,16-061
podlaskie,Tryczówka,16-061
podlaskie,Wojszki,16-061
podlaskie,Wólka,16-061
podlaskie,Zajączki,16-061
podlaskie,Zaleskie,16-061
podlaskie,Złotniki,16-061
podlaskie,Barszczewo,16-070
podlaskie,Choroszcz,16-070
podlaskie,Czaplino,16-070
podlaskie,Dzikie,16-070
podlaskie,Dzikie-Kolonia,16-070
podlaskie,Gajowniki,16-070
podlaskie,Izbiszcze,16-070
podlaskie,Jeroniki,16-070
podlaskie,Konowały,16-070
podlaskie,Kościuki,16-070
podlaskie,Krupniki,16-070
podlaskie,Kruszewo,16-070
podlaskie,Łyski,16-070
podlaskie,Ogrodniki,16-070
podlaskie,Oliszki,16-070
podlaskie,Pańki,16-070
podlaskie,Porosły,16-070
podlaskie,Porosły-Kolonia,16-070
podlaskie,Rogowo,16-070
podlaskie,Rogowo-Kolonia,16-070
podlaskie,Rogowo-Majątek,16-070
podlaskie,Rogówek,16-070
podlaskie,Ruszczany,16-070
podlaskie,Sienkiewicze,16-070
podlaskie,Śliwno,16-070
podlaskie,Topilec,16-070
podlaskie,Topilec-Kolonia,16-070
podlaskie,Zaczerlany,16-070
podlaskie,Zawady,16-070
podlaskie,Złotoria,16-070
podlaskie,Żółtki,16-070
podlaskie,Żółtki-Kolonia,16-070
podlaskie,Cibory Gałeckie,16-075
podlaskie,Cibory-Chrzczony,16-075
podlaskie,Cibory-Kołaczki,16-075
podlaskie,Cibory-Krupy,16-075
podlaskie,Cibory-Marki,16-075
podlaskie,Cibory-Witki,16-075
podlaskie,Góra Strękowa,16-075
podlaskie,Konopki-Klimki,16-075
podlaskie,Konopki-Pokrzywnica,16-075
podlaskie,Krzewo-Plebanki,16-075
podlaskie,Kurpiki,16-075
podlaskie,Łaś-Toczyłowo,16-075
podlaskie,Maliszewo-Łynki,16-075
podlaskie,Maliszewo-Perkusy,16-075
podlaskie,Nowe Chlebiotki,16-075
podlaskie,Nowe Grabowo,16-075
podlaskie,Rudniki,16-075
podlaskie,Stare Chlebiotki,16-075
podlaskie,Stare Grabowo,16-075
podlaskie,Stare Krzewo,16-075
podlaskie,Strękowa Góra,16-075
podlaskie,Targonie Wielkie,16-075
podlaskie,Targonie-Krytuły,16-075
podlaskie,Targonie-Wity,16-075
podlaskie,Wieczorki,16-075
podlaskie,Zawady,16-075
podlaskie,Zawady-Borysówka,16-075
podlaskie,Zawady-Kolonia,16-075
podlaskie,Babino,16-080
podlaskie,Bagienki,16-080
podlaskie,Broniszewo,16-080
podlaskie,Dobki,16-080
podlaskie,Hermany,16-080
podlaskie,Jeżewo Nowe,16-080
podlaskie,Jeżewo Stare,16-080
podlaskie,Kapice Stare,16-080
podlaskie,Kapice-Lipniki,16-080
podlaskie,Kiermusy,16-080
podlaskie,Kiślaki,16-080
podlaskie,Krosno,16-080
podlaskie,Leśniki,16-080
podlaskie,Lipniki,16-080
podlaskie,Łaziuki,16-080
podlaskie,Łazy Duże,16-080
podlaskie,Łazy Małe,16-080
podlaskie,Łopuchowo,16-080
podlaskie,Nieciece,16-080
podlaskie,Nowe Krzewo,16-080
podlaskie,Pajewo,16-080
podlaskie,Piaski,16-080
podlaskie,Popowlany,16-080
podlaskie,Radule,16-080
podlaskie,Rzędziany,16-080
podlaskie,Saniki,16-080
podlaskie,Saniki,16-080
podlaskie,Sawino,16-080
podlaskie,Siekierki,16-080
podlaskie,Sierki,16-080
podlaskie,Słomianka,16-080
podlaskie,Słomianka,16-080
podlaskie,Stelmachowo,16-080
podlaskie,Stelmachowo-Kolonia,16-080
podlaskie,Szafranki,16-080
podlaskie,Tatary,16-080
podlaskie,Tykocin,16-080
podlaskie,Tykocin,16-080
podlaskie,Tykocin,16-080
podlaskie,Tykocin,16-080
podlaskie,Żuki,16-080
podlaskie,Żuki,16-080
podlaskie,Bachmatówka,16-100
podlaskie,Bilwinki,16-100
podlaskie,Bobrowniki,16-100
podlaskie,Bogusze,16-100
podlaskie,Boguszowski Wygon,16-100
podlaskie,Bohoniki,16-100
podlaskie,Dąbrówka,16-100
podlaskie,Drahle,16-100
podlaskie,Dworzysk,16-100
podlaskie,Geniusze,16-100
podlaskie,Gilbowszczyzna,16-100
podlaskie,Gliniszcze Małe,16-100
podlaskie,Gliniszcze Wielkie,16-100
podlaskie,Gnidzin,16-100
podlaskie,Hałe,16-100
podlaskie,Hałe,16-100
podlaskie,Igryły,16-100
podlaskie,Jałówka,16-100
podlaskie,Jałówka,16-100
podlaskie,Janowszczyzna,16-100
podlaskie,Jelenia Góra,16-100
podlaskie,Jeziorek,16-100
podlaskie,Kantorówka,16-100
podlaskie,Kantorówka,16-100
podlaskie,Karcze,16-100
podlaskie,Kraśniany,16-100
podlaskie,Kundzicze,16-100
podlaskie,Kundzin,16-100
podlaskie,Kurowszczyzna,16-100
podlaskie,Kuryły,16-100
podlaskie,Lebiedzin,16-100
podlaskie,Lipina,16-100
podlaskie,Lipowa Góra,16-100
podlaskie,Malawicze Dolne,16-100
podlaskie,Malawicze Górne,16-100
podlaskie,Maślanka,16-100
podlaskie,Mićkowa Hać,16-100
podlaskie,Miejskie Nowiny,16-100
podlaskie,Nomiki,16-100
podlaskie,Nowa Kamionka,16-100
podlaskie,Nowa Moczalnia,16-100
podlaskie,Nowa Rozedranka,16-100
podlaskie,Orłowicze,16-100
podlaskie,Orłowicze,16-100
podlaskie,Ostrówek,16-100
podlaskie,Pawełki,16-100
podlaskie,Pawłowszczyzna,16-100
podlaskie,Planteczka,16-100
podlaskie,Plebanowce,16-100
podlaskie,Podjanowszczyzna,16-100
podlaskie,Podkamionka,16-100
podlaskie,Pogibło,16-100
podlaskie,Polanki,16-100
podlaskie,Poniatowicze,16-100
podlaskie,Puciłki,16-100
podlaskie,Sierbowce,16-100
podlaskie,Słojniki,16-100
podlaskie,Smolanka,16-100
podlaskie,Sokolany,16-100
podlaskie,Sokółka,16-100
podlaskie,Stara Kamionka,16-100
podlaskie,Stara Moczalnia,16-100
podlaskie,Stara Rozedranka,16-100
podlaskie,Stary Szor,16-100
podlaskie,Stary Szor,16-100
podlaskie,Stodolne,16-100
podlaskie,Straż,16-100
podlaskie,Szyndziel,16-100
podlaskie,Szyszki,16-100
podlaskie,Ściebielec,16-100
podlaskie,Tartak,16-100
podlaskie,Tatarszczyzna,16-100
podlaskie,Wierzchjedlina,16-100
podlaskie,Wierzchłowce,16-100
podlaskie,Wojnachy,16-100
podlaskie,Woroniany,16-100
podlaskie,Wroczyńszczyzna,16-100
podlaskie,Wysokie Laski,16-100
podlaskie,Zadworzany,16-100
podlaskie,Zamczysk,16-100
podlaskie,Zaścianki k. Bogusz,16-100
podlaskie,Zaścianki k. Kurowszczyzny,16-100
podlaskie,Zaśpicze,16-100
podlaskie,Zawistowszczyzna,16-100
podlaskie,Żuki,16-100
podlaskie,Babiki,16-113
podlaskie,Biały Ług,16-113
podlaskie,Boratyńszczyzna,16-113
podlaskie,Chmielowszczyzna,16-113
podlaskie,Chmielowszczyzna,16-113
podlaskie,Grzybowszczyzna,16-113
podlaskie,Harkawicze,16-113
podlaskie,Horczaki,16-113
podlaskie,Jurowlany,16-113
podlaskie,Klin,16-113
podlaskie,Knyszewicze,16-113
podlaskie,Kozłowy Ług,16-113
podlaskie,Kozłowy Ług,16-113
podlaskie,Łaźnisko,16-113
podlaskie,Łaźnisko,16-113
podlaskie,Łaźnisko,16-113
podlaskie,Minkowce,16-113
podlaskie,Miszkieniki Wielkie,16-113
podlaskie,Nowa Świdziałówka,16-113
podlaskie,Nowe Trzciano,16-113
podlaskie,Nowe Trzciano,16-113
podlaskie,Nowinka,16-113
podlaskie,Nowy Ostrów,16-113
podlaskie,Nowy Ostrów,16-113
podlaskie,Ostrów Północny,16-113
podlaskie,Ostrówek,16-113
podlaskie,Pierożki,16-113
podlaskie,Poczopek,16-113
podlaskie,Poczopek,16-113
podlaskie,Rowek,16-113
podlaskie,Słoja,16-113
podlaskie,Słójka,16-113
podlaskie,Słójka,16-113
podlaskie,Słójka-Borowszczyzna,16-113
podlaskie,Sosnowik,16-113
podlaskie,Stare Trzciano,16-113
podlaskie,Suchynicze,16-113
podlaskie,Suchynicze,16-113
podlaskie,Sukowicze,16-113
podlaskie,Szczęsnowicze,16-113
podlaskie,Szudziałowo,16-113
podlaskie,Talkowszczyzna,16-113
podlaskie,Talkowszczyzna,16-113
podlaskie,Talkowszczyzna,16-113
podlaskie,Usnarz Górny,16-113
podlaskie,Wierzchlesie,16-113
podlaskie,Wierzchlesie,16-113
podlaskie,Wojnowce,16-113
podlaskie,Zubrzyca Mała,16-113
podlaskie,Zubrzyca Mała,16-113
podlaskie,Zubrzyca Wielka,16-113
podlaskie,Białogorce,16-120
podlaskie,Chłodne Włóki,16-120
podlaskie,Chomontowce,16-120
podlaskie,Ciumicze,16-120
podlaskie,Ciumicze,16-120
podlaskie,Górany,16-120
podlaskie,Górany,16-120
podlaskie,Górany,16-120
podlaskie,Górka,16-120
podlaskie,Jaryłówka,16-120
podlaskie,Kruszyniany,16-120
podlaskie,Krynki,16-120
podlaskie,Kundzicze,16-120
podlaskie,Kundzicze,16-120
podlaskie,Leszczany,16-120
podlaskie,Łapicze,16-120
podlaskie,Łosiniany,16-120
podlaskie,Łużany,16-120
podlaskie,Nietupa,16-120
podlaskie,Nietupa-Kolonia,16-120
podlaskie,Nowa Grzybowszczyzna,16-120
podlaskie,Ostrów Południowy,16-120
podlaskie,Ozierany Małe,16-120
podlaskie,Ozierany Wielkie,16-120
podlaskie,Ozierskie,16-120
podlaskie,Plebanowo,16-120
podlaskie,Rachowik,16-120
podlaskie,Rudaki,16-120
podlaskie,Sanniki,16-120
podlaskie,Stara Grzybowszczyzna,16-120
podlaskie,Szaciły,16-120
podlaskie,Achrymowce,16-123
podlaskie,Białobłockie,16-123
podlaskie,Bilminy,16-123
podlaskie,Bilminy,16-123
podlaskie,Chreptowce,16-123
podlaskie,Chreptowce,16-123
podlaskie,Cimanie,16-123
podlaskie,Czepiele,16-123
podlaskie,Czepiele,16-123
podlaskie,Czuprynowo,16-123
podlaskie,Długosielce,16-123
podlaskie,Klimówka,16-123
podlaskie,Kowale,16-123
podlaskie,Kowale-Kolonia,16-123
podlaskie,Kruglany,16-123
podlaskie,Kruglany,16-123
podlaskie,Kuścińce,16-123
podlaskie,Kuźnica,16-123
podlaskie,Litwinki,16-123
podlaskie,Litwinki,16-123
podlaskie,Łosośna Wielka,16-123
podlaskie,Łowczyki,16-123
podlaskie,Mieleszkowce Pawłowickie,16-123
podlaskie,Mieleszkowce Zalesiańskie,16-123
podlaskie,Milenkowce,16-123
podlaskie,Milenkowce,16-123
podlaskie,Milenkowce,16-123
podlaskie,Nowodziel,16-123
podlaskie,Nowodziel,16-123
podlaskie,Parczowce,16-123
podlaskie,Parczowce,16-123
podlaskie,Popławce,16-123
podlaskie,Saczkowce,16-123
podlaskie,Starowlany,16-123
podlaskie,Szymaki,16-123
podlaskie,Tołcze,16-123
podlaskie,Wojnowce,16-123
podlaskie,Wołkusze,16-123
podlaskie,Wołyńce,16-123
podlaskie,Wołyńce,16-123
podlaskie,Wyzgi,16-123
podlaskie,Bieniasze,16-124
podlaskie,Bierniki,16-124
podlaskie,Bierniki,16-124
podlaskie,Bierwicha,16-124
podlaskie,Chwaszczewo,16-124
podlaskie,Holiki,16-124
podlaskie,Jacowlany,16-124
podlaskie,Jałówka,16-124
podlaskie,Jurasze,16-124
podlaskie,Kniaziówka,16-124
podlaskie,Krzysztoforowo,16-124
podlaskie,Majewo,16-124
podlaskie,Majewo Kościelne,16-124
podlaskie,Makowlany,16-124
podlaskie,Nowinka,16-124
podlaskie,Ogrodniki,16-124
podlaskie,Podsutki,16-124
podlaskie,Poganica,16-124
podlaskie,Pohorany,16-124
podlaskie,Potrubowszczyzna,16-124
podlaskie,Racewo,16-124
podlaskie,Romanówka,16-124
podlaskie,Siderka,16-124
podlaskie,Sidra,16-124
podlaskie,Siekierka,16-124
podlaskie,Słomianka,16-124
podlaskie,Staworowo,16-124
podlaskie,Szostaki,16-124
podlaskie,Śniczany,16-124
podlaskie,Wandzin,16-124
podlaskie,Władysławowo,16-124
podlaskie,Wólka,16-124
podlaskie,Zalesie,16-124
podlaskie,Zwierżany,16-124
podlaskie,Białousy,16-130
podlaskie,Brzozowe Błoto,16-130
podlaskie,Budno,16-130
podlaskie,Budzisk-Bagno,16-130
