Województwo,Powiat,Miejscowość,Kod pocztowy
świętokrzyskie,skarżyski,Odrowążek (Świnia Góra),26-120
świętokrzyskie,skarżyski,Pięty,26-120
świętokrzyskie,skarżyski,Płaczków,26-120
świętokrzyskie,skarżyski,Płaczków-Piechotne,26-120
świętokrzyskie,skarżyski,Rędocin,26-120
świętokrzyskie,skarżyski,Sobótka,26-120
świętokrzyskie,skarżyski,Sołtyków,26-120
świętokrzyskie,skarżyski,Sorbin,26-120
świętokrzyskie,skarżyski,Ubyszów,26-120
świętokrzyskie,skarżyski,Wojtyniów,26-120
świętokrzyskie,skarżyski,Wołów,26-120
świętokrzyskie,skarżyski,Zagórze (Brzask),26-120
świętokrzyskie,skarżyski,Zagórze,26-120
świętokrzyskie,skarżyski,Zbrojów,26-120
świętokrzyskie,skarżyski,Krzyżka,26-130
świętokrzyskie,skarżyski,Michniów,26-130
świętokrzyskie,skarżyski,Mostki,26-130
świętokrzyskie,skarżyski,Mostki (Dobra Dróża),26-130
świętokrzyskie,skarżyski,Ostojów,26-130
świętokrzyskie,skarżyski,Ostojów (Dulęba),26-130
świętokrzyskie,skarżyski,Ostojów (Ogonów),26-130
świętokrzyskie,skarżyski,Suchedniów,26-130
świętokrzyskie,skarżyski,Suchedniów (Berezów),26-130
świętokrzyskie,skarżyski,Suchedniów (Pasternik),26-130
świętokrzyskie,skarżyski,Czerwona Górka,26-140
świętokrzyskie,skarżyski,Gózd,26-140
świętokrzyskie,skarżyski,Jęgrzna,26-140
świętokrzyskie,skarżyski,Kamionki,26-140
świętokrzyskie,skarżyski,Klonów,26-140
świętokrzyskie,skarżyski,Łączna,26-140
świętokrzyskie,skarżyski,Łączna (Stawik),26-140
świętokrzyskie,skarżyski,Łączna (Osełków),26-140
świętokrzyskie,skarżyski,Łączna (Jaśle),26-140
świętokrzyskie,skarżyski,Podłazie,26-140
świętokrzyskie,skarżyski,Podzagnańszcze,26-140
świętokrzyskie,skarżyski,Występa,26-140
świętokrzyskie,skarżyski,Zagórze,26-140
świętokrzyskie,skarżyski,Zalezianka,26-140
świętokrzyskie,skarżyski,Zaskale,26-140
świętokrzyskie,skarżyski,Zaskale (Ostrów),26-140
świętokrzyskie,konecki,Baczyna,26-200
świętokrzyskie,konecki,Barycz,26-200
świętokrzyskie,konecki,Bedlenko,26-200
świętokrzyskie,konecki,Bedlno,26-200
świętokrzyskie,konecki,Brody,26-200
świętokrzyskie,konecki,Czerwony Most,26-200
świętokrzyskie,konecki,Czysta,26-200
świętokrzyskie,konecki,Drutarnia,26-200
świętokrzyskie,konecki,Drutarnia (Chełb),26-200
świętokrzyskie,konecki,Dyszów,26-200
świętokrzyskie,konecki,Fidor,26-200
świętokrzyskie,konecki,Gabrielnia,26-200
świętokrzyskie,konecki,Gatniki,26-200
świętokrzyskie,konecki,Górny Młyn,26-200
świętokrzyskie,konecki,Grabków,26-200
świętokrzyskie,konecki,Gracuch,26-200
świętokrzyskie,konecki,Izabelów,26-200
świętokrzyskie,konecki,Jeżów,26-200
świętokrzyskie,konecki,Koczwara,26-200
świętokrzyskie,konecki,Końskie,26-200
świętokrzyskie,konecki,Kopaniny,26-200
świętokrzyskie,konecki,Kornica,26-200
świętokrzyskie,konecki,Małachów (wieś),26-200
świętokrzyskie,konecki,Młynek Nieświński,26-200
świętokrzyskie,konecki,Modliszewice,26-200
świętokrzyskie,konecki,Nałęczów,26-200
świętokrzyskie,konecki,Niebo,26-200
świętokrzyskie,konecki,Nieświń,26-200
świętokrzyskie,konecki,Nowe Brody,26-200
świętokrzyskie,konecki,Nowe Sierosławice,26-200
świętokrzyskie,konecki,Nowy Dziebałtów,26-200
świętokrzyskie,konecki,Nowy Kazanów,26-200
świętokrzyskie,konecki,Nowy Sokołów,26-200
świętokrzyskie,konecki,Paruchy,26-200
świętokrzyskie,konecki,Piekło,26-200
świętokrzyskie,konecki,Piła,26-200
świętokrzyskie,konecki,Pomorzany,26-200
świętokrzyskie,konecki,Pomyków,26-200
świętokrzyskie,konecki,Poraj,26-200
świętokrzyskie,konecki,Proćwin,26-200
świętokrzyskie,konecki,Przybyszowy,26-200
świętokrzyskie,konecki,Radomek,26-200
świętokrzyskie,konecki,Rogów,26-200
świętokrzyskie,konecki,Sielpia Mała,26-200
świętokrzyskie,konecki,Sielpia Wielka,26-200
świętokrzyskie,konecki,Sielpia Wielka (Jarząbek),26-200
świętokrzyskie,konecki,Sielpia Wielka (Sielpia-Letnisko),26-200
świętokrzyskie,konecki,Sierosławice,26-200
świętokrzyskie,konecki,Stadnicka Wola,26-200
świętokrzyskie,konecki,Stara Kuźnica,26-200
świętokrzyskie,konecki,Stary Dziebałtów,26-200
świętokrzyskie,konecki,Stary Kazanów,26-200
świętokrzyskie,konecki,Stary Sokołów,26-200
świętokrzyskie,konecki,Sworzyce,26-200
świętokrzyskie,konecki,Szabelnia,26-200
świętokrzyskie,konecki,Trzemoszna,26-200
świętokrzyskie,konecki,Wincentów,26-200
świętokrzyskie,konecki,Adamów,26-212
świętokrzyskie,konecki,Cisownik,26-212
świętokrzyskie,konecki,Filipy,26-212
świętokrzyskie,kielecki,Gliniany Las,26-212
świętokrzyskie,konecki,Huta,26-212
świętokrzyskie,konecki,Jarząb,26-212
świętokrzyskie,konecki,Kawęczyn,26-212
świętokrzyskie,konecki,Kłucko,26-212
świętokrzyskie,konecki,Kłucko-Kolonia,26-212
świętokrzyskie,konecki,Kozów,26-212
świętokrzyskie,konecki,Królewiec,26-212
świętokrzyskie,konecki,Królewiec Poprzeczny,26-212
świętokrzyskie,konecki,Matyniów,26-212
świętokrzyskie,konecki,Miedzierza,26-212
świętokrzyskie,konecki,Muszczarz,26-212
świętokrzyskie,konecki,Piaski Królewieckie,26-212
świętokrzyskie,konecki,Pokoradz,26-212
świętokrzyskie,konecki,Przyłogi,26-212
świętokrzyskie,konecki,Rozgół,26-212
świętokrzyskie,konecki,Salata,26-212
świętokrzyskie,konecki,Smyków,26-212
świętokrzyskie,konecki,Stanowiska,26-212
świętokrzyskie,kielecki,Straszów (Sośnina),26-212
świętokrzyskie,kielecki,Straszów,26-212
świętokrzyskie,konecki,Strażnica,26-212
świętokrzyskie,konecki,Świnków,26-212
świętokrzyskie,konecki,Trawniki,26-212
świętokrzyskie,konecki,Wólka Smolana,26-212
świętokrzyskie,konecki,Wyrębów,26-212
świętokrzyskie,konecki,Zastawie,26-212
świętokrzyskie,konecki,Adamek,26-220
świętokrzyskie,konecki,Bień,26-220
świętokrzyskie,konecki,Błaszków,26-220
świętokrzyskie,konecki,Błotnica (Nowa Wieś),26-220
świętokrzyskie,konecki,Błotnica (Stara Wieś),26-220
świętokrzyskie,konecki,Błotnica,26-220
świętokrzyskie,konecki,Boków,26-220
świętokrzyskie,konecki,Czarna,26-220
świętokrzyskie,konecki,Czarniecka Góra,26-220
świętokrzyskie,konecki,Duraczów,26-220
świętokrzyskie,konecki,Furmanów,26-220
świętokrzyskie,konecki,Gosań (Gusina),26-220
świętokrzyskie,konecki,Gosań,26-220
świętokrzyskie,konecki,Grzybów,26-220
świętokrzyskie,konecki,Gustawów,26-220
świętokrzyskie,konecki,Hucisko,26-220
świętokrzyskie,konecki,Janów,26-220
świętokrzyskie,konecki,Kamienna Wola,26-220
świętokrzyskie,konecki,Komorów,26-220
świętokrzyskie,konecki,Kozia Wola,26-220
świętokrzyskie,konecki,Krasna,26-220
świętokrzyskie,konecki,Lelitków,26-220
świętokrzyskie,konecki,Luta,26-220
świętokrzyskie,konecki,Małachów (wieś),26-220
świętokrzyskie,konecki,Modrzewina,26-220
świętokrzyskie,konecki,Mokra,26-220
świętokrzyskie,konecki,Nadziejów,26-220
świętokrzyskie,konecki,Niekłań Mały,26-220
świętokrzyskie,konecki,Niekłań Wielki,26-220
świętokrzyskie,konecki,Nowy Włochów,26-220
świętokrzyskie,konecki,Odrowąż,26-220
świętokrzyskie,konecki,Pardołów,26-220
świętokrzyskie,konecki,Piasek,26-220
świętokrzyskie,konecki,Piasek (Bagno),26-220
świętokrzyskie,konecki,Smarków,26-220
świętokrzyskie,konecki,Stara Góra,26-220
świętokrzyskie,konecki,Stary Grzybów,26-220
świętokrzyskie,konecki,Stąporków,26-220
świętokrzyskie,konecki,Świerczów,26-220
świętokrzyskie,konecki,Świerczów Mały,26-220
świętokrzyskie,konecki,Wąglów,26-220
świętokrzyskie,konecki,Wąsosz (Nowiny),26-220
świętokrzyskie,konecki,Wąsosz (Zarowie),26-220
świętokrzyskie,konecki,Wąsosz (Stara Wieś),26-220
świętokrzyskie,konecki,Wąsosz (Przymiarki),26-220
świętokrzyskie,konecki,Wąsosz (Ostre Górki),26-220
świętokrzyskie,konecki,Wielka Wieś,26-220
świętokrzyskie,konecki,Włochów,26-220
świętokrzyskie,konecki,Wólka Plebańska,26-220
świętokrzyskie,konecki,Wólka Plebańska (Murawki),26-220
świętokrzyskie,konecki,Wólka Zychowa,26-220
świętokrzyskie,konecki,Bernów,26-225
świętokrzyskie,konecki,Bębnów,26-225
świętokrzyskie,konecki,Borowiec,26-225
świętokrzyskie,konecki,Brzeźnica,26-225
świętokrzyskie,konecki,Giełzów,26-225
świętokrzyskie,konecki,Gowarczów,26-225
świętokrzyskie,konecki,Kamienna Wola,26-225
świętokrzyskie,konecki,Komaszyce,26-225
świętokrzyskie,konecki,Komaszyce (Kwas),26-225
świętokrzyskie,konecki,Korytków,26-225
świętokrzyskie,konecki,Kupimierz,26-225
świętokrzyskie,konecki,Kurzacze,26-225
świętokrzyskie,konecki,Miłaków,26-225
świętokrzyskie,konecki,Morzywół,26-225
świętokrzyskie,konecki,Rogówek,26-225
świętokrzyskie,konecki,Ruda Białaczowska,26-225
świętokrzyskie,konecki,Skrzyszów,26-225
świętokrzyskie,konecki,Stare Pole,26-225
świętokrzyskie,konecki,Górniki,26-230
świętokrzyskie,konecki,Grębosze,26-230
świętokrzyskie,konecki,Grodzisko (Sachalina),26-230
świętokrzyskie,konecki,Grodzisko (Cieśniów),26-230
świętokrzyskie,konecki,Grodzisko (Dąbki),26-230
świętokrzyskie,konecki,Grodzisko,26-230
świętokrzyskie,konecki,Gruszka,26-230
świętokrzyskie,konecki,Jacentów,26-230
świętokrzyskie,konecki,Jakimowice,26-230
świętokrzyskie,konecki,Jakimowice-Kolonia,26-230
świętokrzyskie,konecki,Jóźwików,26-230
świętokrzyskie,konecki,Kaliga,26-230
świętokrzyskie,konecki,Kapałów,26-230
świętokrzyskie,konecki,Lewoszów,26-230
świętokrzyskie,konecki,Łysów,26-230
świętokrzyskie,konecki,Momocicha,26-230
świętokrzyskie,konecki,Momocicha (Kotrasy),26-230
świętokrzyskie,konecki,Mościska Duże,26-230
świętokrzyskie,konecki,Mościska Małe,26-230
świętokrzyskie,konecki,Mularzów,26-230
świętokrzyskie,konecki,Nadworów,26-230
świętokrzyskie,konecki,Nalewajków,26-230
świętokrzyskie,konecki,Pakuły,26-230
świętokrzyskie,konecki,Plenna,26-230
świętokrzyskie,konecki,Podlesie,26-230
świętokrzyskie,konecki,Radoska,26-230
świętokrzyskie,konecki,Radoszyce,26-230
świętokrzyskie,konecki,Salachowy Bór,26-230
świętokrzyskie,konecki,Sęp,26-230
świętokrzyskie,konecki,Szóstaki,26-230
świętokrzyskie,konecki,Węgrzyn,26-230
świętokrzyskie,konecki,Wilczkowice,26-230
świętokrzyskie,konecki,Wilczkowice (Bór Wilczkowski Pierwszy),26-230
świętokrzyskie,konecki,Wilczkowice (Bór Średni),26-230
świętokrzyskie,konecki,Wiosna,26-230
świętokrzyskie,konecki,Wisy,26-230
świętokrzyskie,konecki,Zychy,26-230
świętokrzyskie,konecki,Bania,26-234
świętokrzyskie,konecki,Biały Ług (Biały Ług-Kolonia),26-234
świętokrzyskie,konecki,Biały Ług,26-234
świętokrzyskie,konecki,Budzisław,26-234
świętokrzyskie,konecki,Czerwona Wola,26-234
świętokrzyskie,konecki,Czerwona Wola-Kolonia,26-234
świętokrzyskie,konecki,Hucisko,26-234
świętokrzyskie,konecki,Mnin,26-234
świętokrzyskie,konecki,Mnin (Błagodać),26-234
świętokrzyskie,konecki,Mnin (Mokre),26-234
świętokrzyskie,konecki,Mnin (Przymusów),26-234
świętokrzyskie,konecki,Mokry Las,26-234
świętokrzyskie,konecki,Olszówka Pilczycka,26-234
świętokrzyskie,konecki,Piaski,26-234
świętokrzyskie,konecki,Pijanów,26-234
świętokrzyskie,konecki,Pilczyca,26-234
świętokrzyskie,konecki,Radwanów (Słomiana),26-234
świętokrzyskie,konecki,Radwanów,26-234
świętokrzyskie,konecki,Radwanów-Kolonia,26-234
świętokrzyskie,konecki,Ruda Pilczycka,26-234
świętokrzyskie,konecki,Ruda Pilczycka (Malik),26-234
świętokrzyskie,konecki,Rytlów,26-234
świętokrzyskie,konecki,Skąpe,26-234
świętokrzyskie,konecki,Słupia (Bukowie),26-234
świętokrzyskie,konecki,Słupia (Podwole),26-234
świętokrzyskie,konecki,Słupia (Gabrielów),26-234
świętokrzyskie,konecki,Słupia,26-234
świętokrzyskie,konecki,Szwedy,26-234
świętokrzyskie,konecki,Wólka,26-234
świętokrzyskie,konecki,Wólka (Konradów),26-234
świętokrzyskie,konecki,Wólka (Mogielnica),26-234
świętokrzyskie,konecki,Zaostrów,26-234
świętokrzyskie,konecki,Cieklińsko,26-242
świętokrzyskie,konecki,Cis,26-242
świętokrzyskie,konecki,Dęba,26-242
świętokrzyskie,konecki,Dęba-Kolonia,26-242
świętokrzyskie,konecki,Hucisko,26-242
świętokrzyskie,konecki,Koliszowy,26-242
świętokrzyskie,konecki,Kołoniec,26-242
świętokrzyskie,konecki,Lipa,26-242
świętokrzyskie,konecki,Machory,26-242
świętokrzyskie,konecki,Maleniec,26-242
świętokrzyskie,konecki,Młotkowice,26-242
świętokrzyskie,konecki,Ruda Maleniecka,26-242
świętokrzyskie,konecki,Strzęboszów,26-242
świętokrzyskie,konecki,Szkucin,26-242
świętokrzyskie,konecki,Tama,26-242
świętokrzyskie,konecki,Wyszyna Fałkowska,26-242
świętokrzyskie,konecki,Wyszyna Machorowska,26-242
świętokrzyskie,konecki,Wyszyna Rudzka,26-242
świętokrzyskie,konecki,Adelinów,26-260
świętokrzyskie,konecki,Budy (Szpinek),26-260
świętokrzyskie,konecki,Budy (Jakubowice),26-260
świętokrzyskie,konecki,Budy,26-260
świętokrzyskie,konecki,Bulianów,26-260
świętokrzyskie,konecki,Czarna Smuga,26-260
świętokrzyskie,konecki,Czermno,26-260
świętokrzyskie,konecki,Czermno-Kolonia (Leszczyny),26-260
świętokrzyskie,konecki,Dąbrowa,26-260
świętokrzyskie,konecki,Dobry Widok,26-260
świętokrzyskie,konecki,Fałków,26-260
świętokrzyskie,konecki,Gustawów,26-260
świętokrzyskie,konecki,Julianów,26-260
świętokrzyskie,konecki,Olszamowice,26-260
świętokrzyskie,konecki,Papiernia,26-260
świętokrzyskie,konecki,Pląskowice,26-260
świętokrzyskie,konecki,Reczków,26-260
świętokrzyskie,konecki,Rudka,26-260
świętokrzyskie,konecki,Rudzisko,26-260
świętokrzyskie,konecki,Skórnice,26-260
świętokrzyskie,konecki,Skórnice (Poręba),26-260
świętokrzyskie,konecki,Smyków (Pikule),26-260
świętokrzyskie,konecki,Smyków,26-260
świętokrzyskie,konecki,Stanisławów,26-260
świętokrzyskie,konecki,Starzechowice (Starzechowice Dolne),26-260
świętokrzyskie,konecki,Starzechowice (Sęp),26-260
świętokrzyskie,konecki,Starzechowice (Starzechowice Górne),26-260
świętokrzyskie,konecki,Stomorgi,26-260
świętokrzyskie,konecki,Studzieniec,26-260
świętokrzyskie,konecki,Sulborowice,26-260
świętokrzyskie,konecki,Sulborowice (Oddziały),26-260
świętokrzyskie,konecki,Sułków,26-260
świętokrzyskie,konecki,Szreniawa,26-260
świętokrzyskie,konecki,Turowice,26-260
świętokrzyskie,konecki,Wąsosz,26-260
świętokrzyskie,konecki,Wola Szkucka,26-260
świętokrzyskie,konecki,Zbójno (Greszczyn),26-260
świętokrzyskie,konecki,Zbójno,26-260
świętokrzyskie,konecki,Zbójno (Sępskie Niwy),26-260
łódzkie,opoczyński,Adamów,26-300
łódzkie,opoczyński,Antoniów,26-300
łódzkie,opoczyński,Bielowice,26-300
łódzkie,opoczyński,Brzustówek,26-300
łódzkie,opoczyński,Brzustówek (Brzustówek-Kolonia),26-300
łódzkie,opoczyński,Brzuśnia,26-300
łódzkie,opoczyński,Bukowiec Opoczyński,26-300
łódzkie,opoczyński,Dzielna,26-300
łódzkie,opoczyński,Janów Karwicki,26-300
łódzkie,opoczyński,Januszewice,26-300
łódzkie,opoczyński,Karwice,26-300
łódzkie,opoczyński,Kliny,26-300
łódzkie,opoczyński,Kraszków,26-300
łódzkie,opoczyński,Kraśnica,26-300
łódzkie,opoczyński,Kruszewiec,26-300
łódzkie,opoczyński,Kruszewiec-Kolonia,26-300
łódzkie,opoczyński,Libiszów,26-300
łódzkie,opoczyński,Libiszów-Kolonia,26-300
łódzkie,opoczyński,Międzybórz,26-300
łódzkie,opoczyński,Modrzew,26-300
łódzkie,opoczyński,Modrzewek,26-300
łódzkie,opoczyński,Mroczków Duży,26-300
łódzkie,opoczyński,Mroczków Gościnny,26-300
łódzkie,opoczyński,Ogonowice,26-300
łódzkie,opoczyński,Opoczno,26-300
łódzkie,opoczyński,Opoczno (Wymysłów),26-300
łódzkie,opoczyński,Ostrów,26-300
łódzkie,opoczyński,Różanna,26-300
łódzkie,opoczyński,Sielec,26-300
łódzkie,opoczyński,Sitowa,26-300
łódzkie,opoczyński,Sobawiny,26-300
łódzkie,opoczyński,Sołek,26-300
łódzkie,opoczyński,Stużno,26-300
łódzkie,opoczyński,Stużno-Kolonia,26-300
łódzkie,opoczyński,Wola Załężna,26-300
łódzkie,opoczyński,Wólka Karwicka,26-300
łódzkie,opoczyński,Wólka Karwicka-Kolonia,26-300
łódzkie,opoczyński,Wygnanów,26-300
łódzkie,opoczyński,Zameczek,26-300
łódzkie,opoczyński,Ziębów,26-300
łódzkie,opoczyński,Białaczów,26-307
łódzkie,opoczyński,Kuraszków,26-307
łódzkie,opoczyński,Miedzna Drewniana,26-307
łódzkie,opoczyński,Ossa,26-307
łódzkie,opoczyński,Parczów,26-307
łódzkie,opoczyński,Parczówek,26-307
łódzkie,opoczyński,Petrykozy,26-307
łódzkie,opoczyński,Radwan,26-307
łódzkie,opoczyński,Sędów,26-307
łódzkie,opoczyński,Skronina,26-307
łódzkie,opoczyński,Sobień,26-307
łódzkie,opoczyński,Wąglany,26-307
łódzkie,opoczyński,Zakrzów,26-307
łódzkie,opoczyński,Żelazowice,26-307
łódzkie,opoczyński,Żelazowice (Żelazowice-Kolonia),26-307
łódzkie,opoczyński,Anielin (Ceteń),26-315
łódzkie,opoczyński,Anielin,26-315
łódzkie,opoczyński,Brudzewice,26-315
łódzkie,opoczyński,Brudzewice-Kolonia,26-315
łódzkie,opoczyński,Buczek,26-315
łódzkie,opoczyński,Buczek (Stara Wieś),26-315
łódzkie,opoczyński,Buczek (Podlesie),26-315
łódzkie,opoczyński,Buczek (Buczek-Kolonia),26-315
łódzkie,opoczyński,Dęba,26-315
łódzkie,opoczyński,Dęborzeczka,26-315
łódzkie,opoczyński,Dęborzeczka (Zalesie),26-315
łódzkie,opoczyński,Fryszerka,26-315
łódzkie,opoczyński,Gapinin,26-315
łódzkie,opoczyński,Gapinin-Kolonia,26-315
łódzkie,opoczyński,Kozłowiec,26-315
łódzkie,opoczyński,Małoszyce,26-315
łódzkie,opoczyński,Mysiakowiec,26-315
łódzkie,opoczyński,Pomyków,26-315
łódzkie,opoczyński,Ponikła,26-315
łódzkie,opoczyński,Poręby,26-315
łódzkie,opoczyński,Poświętne,26-315
łódzkie,opoczyński,Stefanów,26-315
łódzkie,opoczyński,Studzianna,26-315
łódzkie,opoczyński,Wólka Kuligowska,26-315
łódzkie,opoczyński,Adamów,26-330
łódzkie,opoczyński,Afryka,26-330
łódzkie,opoczyński,Antoniów,26-330
łódzkie,opoczyński,Bronów,26-330
łódzkie,opoczyński,Budków,26-330
łódzkie,opoczyński,Chełsty,26-330
łódzkie,opoczyński,Dąbie,26-330
łódzkie,opoczyński,Dłużniewice,26-330
łódzkie,opoczyński,Grębenice,26-330
łódzkie,opoczyński,Jasion,26-330
łódzkie,opoczyński,Kamieniec,26-330
łódzkie,opoczyński,Klew,26-330
łódzkie,opoczyński,Klew-Kolonia,26-330
łódzkie,opoczyński,Ławki,26-330
łódzkie,opoczyński,Malenie,26-330
łódzkie,opoczyński,Malków,26-330
łódzkie,opoczyński,Marcinków,26-330
łódzkie,opoczyński,Miedzna Murowana,26-330
łódzkie,opoczyński,Młynek,26-330
łódzkie,opoczyński,Myślibórz,26-330
łódzkie,opoczyński,Nadole,26-330
łódzkie,opoczyński,Niemojowice,26-330
łódzkie,opoczyński,Nowa Góra,26-330
łódzkie,opoczyński,Paszkowice,26-330
łódzkie,opoczyński,Paszkowice (Łysa Góra),26-330
łódzkie,opoczyński,Pilichowice,26-330
łódzkie,opoczyński,Poręba,26-330
łódzkie,opoczyński,Ruszenice,26-330
łódzkie,opoczyński,Ruszenice-Kolonia,26-330
łódzkie,opoczyński,Siedlów,26-330
łódzkie,opoczyński,Sielec,26-330
łódzkie,opoczyński,Skórkowice,26-330
łódzkie,opoczyński,Skumros,26-330
łódzkie,opoczyński,Soczówki,26-330
łódzkie,opoczyński,Straszowa Wola,26-330
łódzkie,opoczyński,Tomaszów,26-330
łódzkie,opoczyński,Topolice,26-330
łódzkie,opoczyński,Trojanowice,26-330
łódzkie,opoczyński,Widuch,26-330
łódzkie,opoczyński,Wierzchowisko,26-330
łódzkie,opoczyński,Zdyszewice,26-330
łódzkie,opoczyński,Żarnów,26-330
łódzkie,opoczyński,Antoninów,26-332
łódzkie,opoczyński,Antoniówka,26-332
łódzkie,opoczyński,Bratków,26-332
łódzkie,opoczyński,Celestynów,26-332
łódzkie,opoczyński,Dąbrowa,26-332
łódzkie,opoczyński,Dąbrówka,26-332
łódzkie,opoczyński,Gawrony,26-332
łódzkie,opoczyński,Grążowice,26-332
łódzkie,opoczyński,Grudzeń-Kolonia,26-332
łódzkie,opoczyński,Grudzeń-Las,26-332
łódzkie,opoczyński,Józefów,26-332
łódzkie,opoczyński,Kamień,26-332
łódzkie,opoczyński,Kozenin,26-332
łódzkie,opoczyński,Kunice,26-332
łódzkie,opoczyński,Ludwinów,26-332
łódzkie,opoczyński,Olszowiec,26-332
łódzkie,opoczyński,Ostrożna,26-332
łódzkie,opoczyński,Owadów (Brzezinki),26-332
łódzkie,opoczyński,Owadów,26-332
łódzkie,opoczyński,Popławy,26-332
łódzkie,opoczyński,Prymusowa Wola,26-332
łódzkie,opoczyński,Psary,26-332
łódzkie,opoczyński,Sepno-Radonia,26-332
łódzkie,opoczyński,Sławno,26-332
łódzkie,opoczyński,Sławno-Kolonia,26-332
łódzkie,opoczyński,Szadkowice,26-332
łódzkie,opoczyński,Tomaszówek,26-332
łódzkie,opoczyński,Trojanów,26-332
łódzkie,opoczyński,Unewel,26-332
łódzkie,opoczyński,Wincentynów,26-332
łódzkie,opoczyński,Wygnanów,26-332
łódzkie,opoczyński,Zachorzów,26-332
